Property Category,Price (Per Annum),Location,Scraped_At
4 bedroom terraced duplex for rent,"₦6,500,000","Nyzamiye Hospital, Karmo, Abuja",2026-06-01 11:18:05
2 bedroom house for rent,"₦95,000,000","Lokogoma District, Abuja",2026-06-01 11:18:05
2 bedroom flat / apartment for rent,"₦7,000,000","Games Village, Kaura, Abuja",2026-06-01 11:18:05
5 bedroom terraced duplex for rent,"₦95,000,000","Jabi, Abuja",2026-06-01 11:18:05
4 bedroom detached duplex for rent,"₦25,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:05
3 bedroom flat / apartment for rent,"₦10,000,000","Guzape District, Abuja",2026-06-01 11:18:05
Office space for rent,"₦6,000,000","Off Ademola Adetokubo Crescent, Wuse 2, Abuja",2026-06-01 11:18:05
3 bedroom flat / apartment for rent,"₦10,000,000","Diplomatic Zone, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:05
4 bedroom terraced duplex for rent,"₦15,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:18:05
Self contain (single rooms) for rent,"₦8,000,000","Wuye, Abuja",2026-06-01 11:18:05
3 bedroom detached bungalow for rent,"₦18,000,000","Kado Estate, Kado, Abuja",2026-06-01 11:18:05
1 bedroom mini flat (room and parlour) for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:18:05
1 bedroom flat / apartment for rent,"₦1,600,000","Cluster, River Park Estate Airport Road, Lugbe District, Abuja",2026-06-01 11:18:05
4 bedroom terraced duplex for rent,"₦60,000,000","Maitama District, Abuja",2026-06-01 11:18:05
5 bedroom detached duplex for rent,"₦60,000,000","Guzape District, Abuja",2026-06-01 11:18:05
10 bedroom detached duplex for rent,"₦150,000,000","Asokoro District, Abuja",2026-06-01 11:18:05
2 bedroom flat / apartment for rent,"₦4,000,000","Close To Dunamis Church Headquarters, Lugbe District, Abuja",2026-06-01 11:18:05
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:18:13
3 bedroom flat / apartment for rent,"₦7,000,000","Wuye, Abuja",2026-06-01 11:18:13
3 bedroom flat / apartment for rent,"₦10,000,000","Katampe (Main), Katampe, Abuja",2026-06-01 11:18:13
2 bedroom flat / apartment for rent,"₦7,500,000","Jedo Estate Road, Lugbe District, Abuja",2026-06-01 11:18:13
Office space for rent,"₦8,000,000","Kumasi Cresent, Wuse 2, Abuja",2026-06-01 11:18:13
2 bedroom flat / apartment for rent,"$35,000","Maitama District, Abuja",2026-06-01 11:18:13
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","Brick City Estate, Kubwa, Abuja",2026-06-01 11:18:13
Office space for rent,"₦251,784,000","Central Business District, Abuja",2026-06-01 11:18:13
2 bedroom flat / apartment for rent,"₦20,000,000","Wuye, Abuja",2026-06-01 11:18:13
Office space for rent,"₦250,000","Maitama District, Abuja",2026-06-01 11:18:13
4 bedroom semi-detached duplex for rent,"₦15,000,000","Gwarinpa, Abuja",2026-06-01 11:18:13
6 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:18:13
5 bedroom semi-detached duplex for rent,"₦35,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:13
Office space for rent,"₦2,500,000","Area 11, Garki, Abuja",2026-06-01 11:18:13
Office space for rent,"₦200,000,000","Garki, Abuja",2026-06-01 11:18:13
3 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:18:13
3 bedroom flat / apartment for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:18:13
4 bedroom semi-detached duplex for rent,"₦35,000,000","Jabi, Abuja",2026-06-01 11:18:13
1 bedroom mini flat (room and parlour) for rent,"₦12,000,000","Wuye, Abuja",2026-06-01 11:18:13
5 bedroom semi-detached duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:18:13
2 bedroom flat / apartment for rent,"₦4,500,000","American International School, Durumi, Abuja",2026-06-01 11:18:13
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:18:19
2 bedroom flat / apartment for rent,"₦6,500,000","Wuye, Abuja",2026-06-01 11:18:19
2 bedroom flat / apartment for rent,"₦3,500,000","Area 1 Axis., Durumi, Abuja",2026-06-01 11:18:19
4 bedroom detached duplex for rent,"₦30,000,000","Maitama District, Abuja",2026-06-01 11:18:19
5 bedroom detached duplex for rent,"₦50,000,000","Maitama District, Abuja",2026-06-01 11:18:19
5 bedroom terraced duplex for rent,"₦20,000,000","Jahi, Abuja",2026-06-01 11:18:19
5 bedroom detached duplex for rent,"₦30,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19
5 bedroom semi-detached duplex for rent,"₦30,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19
3 bedroom flat / apartment for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:18:19
4 bedroom terraced duplex for rent,"₦9,000,000","Jahi, Abuja",2026-06-01 11:18:19
5 bedroom detached duplex for rent,"₦25,000,000","Guzape District, Abuja",2026-06-01 11:18:19
4 bedroom detached duplex for rent,"₦10,000,000","Gaduwa, Abuja",2026-06-01 11:18:19
2 bedroom flat / apartment for rent,"₦5,000,000","Area 1 Axis, Durumi, Abuja",2026-06-01 11:18:19
5 bedroom terraced duplex for rent,"₦15,000,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:19
4 bedroom terraced duplex for rent,"₦10,000,000","Life Camp, Abuja",2026-06-01 11:18:19
28 bedroom flat / apartment for rent,"₦120,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19
1 bedroom mini flat (room and parlour) for rent,"₦3,000,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:19
4 bedroom terraced duplex for rent,"₦25,000,000","Wuse 2, Abuja",2026-06-01 11:18:19
5 bedroom terraced duplex for rent,"₦20,000,000","Jabi, Abuja",2026-06-01 11:18:19
4 bedroom detached duplex for rent,"₦20,000,000","Brains And Hammer Estate By Expressway, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:19
3 bedroom flat / apartment for rent,"₦8,500,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:19
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:18:26
5 bedroom detached duplex for rent,"₦35,000,000","Katampe Extension, Katampe, Abuja",2026-06-01 11:18:26
2 bedroom flat / apartment for rent,"₦5,000,000","River Park Estate, Lugbe District, Abuja",2026-06-01 11:18:26
4 bedroom house for rent,"₦180,000,000","Maitama Main, Maitama District, Abuja",2026-06-01 11:18:26
4 bedroom terraced duplex for rent,"₦12,000,000","Off Aduvie School, Jahi, Abuja",2026-06-01 11:18:26
3 bedroom house for rent,"₦12,000,000","Enl, Guzape District, Abuja",2026-06-01 11:18:26
4 bedroom terraced duplex for rent,"$30,000","Jabi, Abuja",2026-06-01 11:18:26
4 bedroom terraced duplex for rent,"₦18,000,000","Utako, Abuja",2026-06-01 11:18:26
3 bedroom flat / apartment for rent,"₦4,500,000","Modern Market, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26
4 bedroom terraced duplex for rent,"₦18,000,000","Utako, Abuja",2026-06-01 11:18:26
1 bedroom house for rent,"₦8,000,000","Durumi, Abuja",2026-06-01 11:18:26
2 bedroom flat / apartment for rent,"₦3,500,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26
1 bedroom flat / apartment for rent,"₦2,500,000","News Engineering, Dawaki, Gwarinpa, Abuja",2026-06-01 11:18:26
4 bedroom terraced duplex for rent,"₦35,000,000","Off Ty Danjuma, Asokoro District, Abuja",2026-06-01 11:18:26
2 bedroom flat / apartment for rent,"₦5,000,000","River Park, Lugbe District, Abuja",2026-06-01 11:18:26
3 bedroom flat / apartment for rent,"₦9,000,000","Jahi, Abuja",2026-06-01 11:18:26
Office space for rent,"₦149,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:18:26
Office space for rent,"₦150,000,000","Central Business District, Abuja",2026-06-01 11:18:26
2 bedroom flat / apartment for rent,"₦12,000,000","Off 3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:26
4 bedroom flat / apartment for rent,"₦15,000,000","Off Oladipo Diya Way, Gaduwa, Abuja",2026-06-01 11:18:26
Office space for rent,"₦47,000,000","Jabi, Abuja",2026-06-01 11:18:26
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:18:33
3 bedroom flat / apartment for rent,"₦9,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:18:33
3 bedroom terraced duplex for rent,"₦15,000,000","Guzape Main, Guzape District, Abuja",2026-06-01 11:18:33
3 bedroom flat / apartment for rent,"₦5,500,000","Area 1 Axis., Durumi, Abuja",2026-06-01 11:18:33
2 bedroom flat / apartment for rent,"₦6,000,000","By Shafa, Wuye, Abuja",2026-06-01 11:18:33
Office space for rent,"₦300,000,000","Wuse 2, Abuja",2026-06-01 11:18:33
Self contain (single rooms) for rent,"₦2,500,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:33
4 bedroom terraced duplex for rent,"₦15,000,000","By Shafa, Wuye, Abuja",2026-06-01 11:18:33
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","Mabushi, Abuja",2026-06-01 11:18:33
3 bedroom flat / apartment for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:18:33
Warehouse for rent,"₦4,500,000","FO1 Layout, Kubwa, Abuja",2026-06-01 11:18:33
2 bedroom flat / apartment for rent,"₦5,000,000","Jahi, Abuja",2026-06-01 11:18:33
1 bedroom flat / apartment for rent,"₦5,000,000","By Zartech( Tarred Rd), Wuye, Abuja",2026-06-01 11:18:33
4 bedroom terraced duplex for rent,"₦35,000,000","Jabi, Abuja",2026-06-01 11:18:33
4 bedroom terraced duplex for rent,"₦28,000,000","Adamu Aliero Crescent, Guzape District, Abuja",2026-06-01 11:18:33
3 bedroom house for rent,"₦12,000,000","Guzape District, Abuja",2026-06-01 11:18:33
3 bedroom detached bungalow for rent,"₦6,000,000","Efab Estate, Gwarinpa, Abuja",2026-06-01 11:18:33
4 bedroom terraced duplex for rent,"₦15,000,000","Jahi, Abuja",2026-06-01 11:18:33
3 bedroom flat / apartment for rent,"₦9,000,000","Jahi, Abuja",2026-06-01 11:18:33
4 bedroom detached duplex for rent,"₦20,000,000","1st Avenue, Gwarinpa, Abuja",2026-06-01 11:18:33
3 bedroom flat / apartment for rent,"₦25,000,000","Jahi, Abuja",2026-06-01 11:18:33
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:18:41
Warehouse for rent,"₦50,000","Apo, Abuja",2026-06-01 11:18:41
Office space for rent,"₦475,000","Central Business District, Abuja",2026-06-01 11:18:41
Office space for rent,"₦4,500,000","The Node, Mabushi, Abuja",2026-06-01 11:18:41
3 bedroom detached bungalow for rent,"₦12,000,000","Kado, Abuja",2026-06-01 11:18:41
3 bedroom detached bungalow for rent,"₦12,000,000","Life Camp, Abuja, Life Camp, Abuja",2026-06-01 11:18:41
6 bedroom house for rent,"₦150,000,000","Maitama District, Abuja",2026-06-01 11:18:41
4 bedroom semi-detached duplex for rent,"₦18,000,000","Jahi, Abuja",2026-06-01 11:18:41
5 bedroom semi-detached duplex for rent,"₦60,000,000","Maitama District, Abuja",2026-06-01 11:18:41
4 bedroom terraced duplex for rent,"₦12,000,000","Jahi, Abuja",2026-06-01 11:18:41
3 bedroom terraced duplex for rent,"₦55,000,000","Maitama District, Abuja",2026-06-01 11:18:41
Commercial property for rent,"₦90,000,000","Gwarinpa, Abuja",2026-06-01 11:18:41
4 bedroom detached duplex for rent,"₦25,000,000","Mabushi, Abuja",2026-06-01 11:18:41
3 bedroom terraced duplex for rent,"₦10,000,000","By Living Faith Church, Jahi, Abuja",2026-06-01 11:18:41
Shop for rent,"₦10,000,000","Gwarinpa, Abuja",2026-06-01 11:18:41
2 bedroom flat / apartment for rent,"₦6,000,000","By Shoprite, Jabi, Abuja",2026-06-01 11:18:41
2 bedroom flat / apartment for rent,"₦13,000,000","Main, Wuye, Abuja",2026-06-01 11:18:41
3 bedroom semi-detached duplex for rent,"₦16,000,000","Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:18:41
2 bedroom flat / apartment for rent,"₦6,500,000","Life Camp, Life Camp, Abuja",2026-06-01 11:18:41
4 bedroom terraced duplex for rent,"₦20,000,000","Tarred Road, Guzape District, Abuja",2026-06-01 11:18:41
Self contain (single rooms) for rent,"₦2,500,000","Lokogoma, Lokogoma District, Abuja",2026-06-01 11:18:41
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:18:47
4 bedroom terraced duplex for rent,"₦20,000,000","Tarred Road, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:47
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000","Gwarinpa, Abuja",2026-06-01 11:18:47
3 bedroom flat / apartment for rent,"₦18,000,000","Gilmore, Jahi, Abuja",2026-06-01 11:18:47
3 bedroom detached bungalow for rent,"₦6,500,000","Efab Queens Estate, Gwarinpa, Abuja",2026-06-01 11:18:47
2 bedroom flat / apartment for rent,"₦25,000,000","Main, Wuye, Abuja",2026-06-01 11:18:47
4 bedroom detached bungalow for rent,"₦10,000,000","Close To The Roundabout, Galadimawa, Abuja",2026-06-01 11:18:47
3 bedroom flat / apartment for rent,"₦7,500,000","Opposite Wrace Hall, Citec Estate, Mbora (Nbora), Abuja",2026-06-01 11:18:47
3 bedroom flat / apartment for rent,"₦8,000,000","Tarred Road, Jabi, Abuja",2026-06-01 11:18:47
4 bedroom semi-detached duplex for rent,"₦18,000,000","Naf Valley Estate, Asokoro District, Abuja",2026-06-01 11:18:47
3 bedroom flat / apartment for rent,"₦5,500,000","Karu, Abuja",2026-06-01 11:18:47
6 bedroom detached duplex for rent,"₦7,000,000","Asokoro District, Abuja",2026-06-01 11:18:47
2 bedroom flat / apartment for rent,"₦25,000,000","Asokoro District, Abuja",2026-06-01 11:18:47
Self contain (single rooms) for rent,"₦1,000,000","Jahi, Abuja",2026-06-01 11:18:47
4 bedroom semi-detached duplex for rent,"₦25,000,000","Tarred Road, Jabi, Abuja",2026-06-01 11:18:47
2 bedroom house for rent,"₦3,500,000","Karu, Abuja",2026-06-01 11:18:47
1 bedroom mini flat (room and parlour) for rent,"₦900,000","Millenia Quarters Byazhin, Kubwa, Abuja",2026-06-01 11:18:47
5 bedroom terraced duplex for rent,"₦15,000,000","Tarred Road, Guzape District, Abuja",2026-06-01 11:18:47
Mixed-use land for rent,"₦30,000,000","Jabi Motor Park, Jabi, Abuja",2026-06-01 11:18:47
Office space for rent,"₦39,500,000","Garki, Area 11, Garki, Abuja",2026-06-01 11:18:47
Office space for rent,"₦7,500,000","Area 11, Garki, Abuja",2026-06-01 11:18:47
1 bedroom flat / apartment for rent,"₦9,000,000","Maitama District, Abuja",2026-06-01 11:18:54
3 bedroom detached bungalow for rent,"₦6,000,000","Idu Inside An Estate, Idu Industrial, Abuja",2026-06-01 11:18:54
Plaza / complex / mall for rent,"₦300,000,000","Wuse 2, Abuja",2026-06-01 11:18:54
1 bedroom house for rent,"₦2,500,000","By Minfa Estate, Lokogoma District, Abuja",2026-06-01 11:18:54
Warehouse for rent,"₦55,000","Idu Industrial, Abuja",2026-06-01 11:18:54
4 bedroom semi-detached duplex for rent,"₦40,000,000","Maitama District, Abuja",2026-06-01 11:18:54
5 bedroom terraced duplex for rent,"₦40,000,000","Wuse 2, Abuja",2026-06-01 11:18:54
5 bedroom detached duplex for rent,"₦25,000,000","In An Estate, Wuye, Abuja",2026-06-01 11:18:54
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe District, Katampe, Abuja",2026-06-01 11:18:54
1 bedroom mini flat (room and parlour) for rent,"₦3,500,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:54
1 bedroom mini flat (room and parlour) for rent,"₦4,500,000","Mini Estate, Katampe, Abuja",2026-06-01 11:18:54
2 bedroom flat / apartment for rent,"₦5,000,000","2nd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:54
2 bedroom flat / apartment for rent,"₦5,200,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:54
4 bedroom terraced duplex for rent,"₦13,000,000","Main, Gwarinpa, Abuja",2026-06-01 11:18:54
Self contain (single rooms) for rent,"₦3,500,000","4th Avenue, Gwarinpa, Abuja",2026-06-01 11:18:54
1 bedroom mini flat (room and parlour) for rent,"₦4,000,000","3rd Avenue, Gwarinpa, Abuja",2026-06-01 11:18:54
4 bedroom terraced duplex for rent,"₦10,000,000","Main, Gwarinpa, Abuja",2026-06-01 11:18:54
5 bedroom detached duplex for rent,"₦50,000,000","Guzape District, Abuja",2026-06-01 11:18:54
3 bedroom flat / apartment for rent,"₦3,700,000","F01 By Ark Garden, FO1 Layout, Kubwa, Abuja",2026-06-01 11:18:54
2 bedroom flat / apartment for rent,"₦4,500,000","Main F01, FO1 Layout, Kubwa, Abuja",2026-06-01 11:18:54
6 bedroom detached duplex for rent,"₦60,000,000","Tarred Road, Katampe Extension, Katampe, Abuja",2026-06-01 11:18:54
Conference / meeting / training room for rent,"₦200,000","Kumasi Crescent, Wuse 2, Abuja",2026-06-01 11:19:01
4 bedroom detached duplex for rent,"₦20,000,000","By Adeduvie, Jahi, Abuja",2026-06-01 11:19:01
4 bedroom terraced duplex for rent,"₦17,000,000","By Gilmore, Jahi, Abuja",2026-06-01 11:19:01
4 bedroom flat / apartment for rent,"₦7,000,000","Wuye, Abuja",2026-06-01 11:19:01
4 bedroom terraced duplex for rent,"₦30,000,000","Jabi, Abuja",2026-06-01 11:19:01
4 bedroom terraced duplex for rent,"₦8,000,000","Legislative Quarters, Gudu, Abuja",2026-06-01 11:19:01
5 bedroom detached duplex for rent,"₦60,000,000","Main, Guzape District, Abuja",2026-06-01 11:19:01
Self contain (single rooms) for rent,"₦1,200,000","Emirate Estate, Life Camp, Abuja",2026-06-01 11:19:01
3 bedroom flat / apartment for rent,"₦8,000,000","Katampe Main, Abuja, Katampe, Abuja",2026-06-01 11:19:01
1 bedroom mini flat (room and parlour) for rent,"₦2,500,000","Gishiri Community Opposite Maitama, Katampe (Main), Katampe, Abuja",2026-06-01 11:19:01
2 bedroom flat / apartment for rent,"₦4,500,000","Gishiri Community, Katampe (Main), Katampe, Abuja",2026-06-01 11:19:01
3 bedroom flat / apartment for rent,"₦4,500,000","In An Estate, Abuja, Life Camp, Abuja",2026-06-01 11:19:01
6 bedroom detached duplex for rent,"₦90,000,000","Abuja, Maitama District, Abuja",2026-06-01 11:19:01
2 bedroom detached bungalow for rent,"₦4,000,000","By Von, Lugbe District, Abuja",2026-06-01 11:19:01
3 bedroom flat / apartment for rent,"₦8,000,000","Gwarinpa, Abuja",2026-06-01 11:19:01
2 bedroom flat / apartment for rent,"₦7,000,000","Wuye, Abuja",2026-06-01 11:19:01
20 bedroom commercial property for rent,"₦400,000,000","Wuse 2, Abuja",2026-06-01 11:19:01
Self contain (single rooms) for rent,"₦900,000","By First Generation Estate, Lokogoma District, Abuja",2026-06-01 11:19:01
6 bedroom detached duplex for rent,"₦35,000,000","Tarred Road, Guzape District, Abuja",2026-06-01 11:19:01
4 bedroom semi-detached duplex for rent,"₦13,000,000","Life Camp, Abuja",2026-06-01 11:19:01
3 bedroom terraced duplex for rent,"₦7,000,000","Life Camp, Abuja",2026-06-01 11:19:01
1 bedroom flat / apartment for rent,"₦6,000,000","Maitama District, Abuja",2026-06-01 11:19:07
4 bedroom semi-detached duplex for rent,"₦18,000,000","Jahi, Abuja",2026-06-01 11:19:07
1 bedroom mini flat (room and parlour) for rent,"₦2,800,000","Von Axis, Lugbe District, Abuja",2026-06-01 11:19:07
4 bedroom terraced duplex for rent,"₦10,000,000","Jahi, Abuja",2026-06-01 11:19:07
2 bedroom detached bungalow for rent,"₦3,000,000","Trade More, Lugbe District, Abuja",2026-06-01 11:19:07
